Category,Website Name,Main URL,Main Sitemap URL,Sub-sitemap URLs
Paleo & Whole30,Whole Kitchen Sink,https://wholekitchensink.com,https://wholekitchensink.com/sitemap.xml,https://wholekitchensink.com/recipe-sitemap.xml; https://wholekitchensink.com/post-sitemap.xml
Southern & BBQ,Hey Grill Hey,https://heygrillhey.com,https://heygrillhey.com/sitemap.xml,https://heygrillhey.com/recipe-sitemap.xml; https://heygrillhey.com/post-sitemap.xml
Southern & BBQ,BBQ Tricks,https://www.bbqtricks.com,https://www.bbqtricks.com/sitemap.xml,https://www.bbqtricks.com/recipe-sitemap.xml; https://www.bbqtricks.com/post-sitemap.xml
Southern & BBQ,The Slow Roasted Italian,https://www.theslowroasteditalian.com,https://www.theslowroasteditalian.com/sitemap.xml,https://www.theslowroasteditalian.com/recipe-sitemap.xml; https://www.theslowroasteditalian.com/post-sitemap.xml
Southern & BBQ,Grandbaby Cakes,https://grandbaby-cakes.com,https://grandbaby-cakes.com/sitemap.xml,https://grandbaby-cakes.com/recipe-sitemap.xml; https://grandbaby-cakes.com/post-sitemap.xml
Southern & BBQ,The Chunky Chef,https://www.thechunkychef.com,https://www.thechunkychef.com/sitemap.xml,https://www.thechunkychef.com/recipe-sitemap.xml; https://www.thechunkychef.com/post-sitemap.xml
European Cuisine,Great British Chefs,https://www.greatbritishchefs.com,https://www.greatbritishchefs.com/sitemap.xml,https://www.greatbritishchefs.com/recipes-sitemap.xml; https://www.greatbritishchefs.com/collections-sitemap.xml
European Cuisine,Jamie Oliver,https://www.jamieoliver.com,https://www.jamieoliver.com/sitemap.xml,https://www.jamieoliver.com/recipes-sitemap.xml; https://www.jamieoliver.com/features-sitemap.xml
European Cuisine,Gordon Ramsay,https://www.gordonramsay.com,https://www.gordonramsay.com/sitemap.xml,https://www.gordonramsay.com/recipes-sitemap.xml; https://www.gordonramsay.com/restaurants-sitemap.xml
European Cuisine,Rick Stein,https://www.rickstein.com,https://www.rickstein.com/sitemap.xml,https://www.rickstein.com/recipes-sitemap.xml; https://www.rickstein.com/restaurants-sitemap.xml
European Cuisine,Delia Online,https://www.deliaonline.com,https://www.deliaonline.com/sitemap.xml,https://www.deliaonline.com/recipes-sitemap.xml; https://www.deliaonline.com/cookery-school-sitemap.xml
Quick & Easy,Tasty,https://tasty.co,https://tasty.co/sitemap.xml,https://tasty.co/recipe-sitemap.xml; https://tasty.co/compilation-sitemap.xml
Quick & Easy,Buzzfeed Tasty,https://www.buzzfeed.com/tasty,https://www.buzzfeed.com/tasty/sitemap.xml,https://www.buzzfeed.com/tasty/recipes-sitemap.xml
Quick & Easy,30 Minute Meals,https://www.rachaelray.com,https://www.rachaelray.com/sitemap.xml,https://www.rachaelray.com/recipes-sitemap.xml; https://www.rachaelray.com/episodes-sitemap.xml
Quick & Easy,Budget Savvy Diva,https://www.budgetsavvydiva.com,https://www.budgetsavvydiva.com/sitemap.xml,https://www.budgetsavvydiva.com/recipe-sitemap.xml; https://www.budgetsavvydiva.com/post-sitemap.xml
Quick & Easy,Five Heart Home,https://www.fivehearthome.com,https://www.fivehearthome.com/sitemap.xml,https://www.fivehearthome.com/recipe-sitemap.xml; https://www.fivehearthome.com/post-sitemap.xml
Healthy & Wellness,The Healthy Maven,https://www.thehealthymaven.com,https://www.thehealthymaven.com/sitemap.xml,https://www.thehealthymaven.com/recipe-sitemap.xml; https://www.thehealthymaven.com/post-sitemap.xml
Healthy & Wellness,Fit Foodie Finds,https://fitfoodiefinds.com,https://fitfoodiefinds.com/sitemap.xml,https://fitfoodiefinds.com/recipe-sitemap.xml; https://fitfoodiefinds.com/post-sitemap.xml
Healthy & Wellness,Well Plated,https://www.wellplated.com,https://www.wellplated.com/sitemap.xml,https://www.wellplated.com/recipe-sitemap.xml; https://www.wellplated.com/post-sitemap.xml
Healthy & Wellness,Eating Bird Food,https://www.eatingbirdfood.com,https://www.eatingbirdfood.com/sitemap.xml,https://www.eatingbirdfood.com/recipe-sitemap.xml; https://www.eatingbirdfood.com/post-sitemap.xml
Healthy & Wellness,Healthy Seasonal Recipes,https://www.healthyseasonalrecipes.com,https://www.healthyseasonalrecipes.com/sitemap.xml,https://www.healthyseasonalrecipes.com/recipe-sitemap.xml; https://www.healthyseasonalrecipes.com/post-sitemap.xml
